name,organization_type,parent_organization_id,priority,segment_id,website,phone,email,address,city,state,postal_code,description,logo_url,linkedin_url,annual_revenue,employee_count,founded_year,tax_identifier,context_links,notes,sales_id,created_by,updated_by,deleted_at,import_session_id
Public Bar,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Pui Tak Center,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Purple Carrot,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Quartino Ristorante,prospect,,A,,,,,,,,,Group Purchasing Organization,,,,,,,,,,,,,
Quest,prospect,,A,,,+1-806-773-8087,,2500 South Highland Avenue,Lombard,IL,60148,Group Purchasing Organization,,,,,,,,"Chef Juan Zuniga is no longer at Quest, he had been our previous MFB champion at Quest. I will now pursue Shelly Robinson, VP of procurement.",,,,,
Quest (Wright State University),customer,,A,,,,,,Dayton,OH,,Management company,,,,,,,,email Jason Roller to see what the next steps were to sampling some products,,,,,
Quest Food Management Services,customer,,A,,,+1-410-764-0539,,400 Red Brook Blvd #120,Elk `Grove,IL,21117,Management company,,,,,,,,As of 1/31/25 Sue and I found that Chef Juan Zuniga is no longer at Quest. This would mean our communication now has to go thru sheryll.,,,,,
R.D.P. Foodservice,distributor,,A,,,,,,Hillard,OH,,Distributor,,,,,,,,,,,,,
R.D.P. Foodservice Frozen,distributor,,A,,,,,,Columbus,OH,,Distributor,,,,,,,,,,,,,
Rail House Bar,prospect,,C,,,,,,Round Lake,IL,,Bar/Lounge,,,,,,,,Lead came in from USF Rep Lori Taylor.,,,,,
Raisu,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Ralston'S,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Rational USA,prospect,,B,,,,,,,,,Country Clubs/Golf/Health Fitness,,,,,,,,,,,,,
Ravisloe,prospect,,B,,,,,,,,,Country Clubs/Golf/Health Fitness,,,,,,,,,,,,,
Raydia,distributor,,A,,,,,,South Bend,,,Distributor,,,,,,,,,,,,,
Rdv Corp,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Recess,customer,,B,,,,,,,,,Fine Dining,,,,,,,,Greg Youra USF rep positioning Waffle fry,,,,,
Redamak,customer,,A,,,2698573501/6165507847,,,,,,Chain/Group Member,,Kobrien@redwaterrestaurants.com,,,,,,"Wrote to KIM OBRIEN GM ; MET CHEF ANDREW,",,,,,
Redwater,customer,,A,,,,,,,MI,,Chain/Group Member,,,,,,,,,,,,,
Redwater Restaurant Group,customer,,A,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Renaissance Schaumburg,customer,,A,,,,,,,,,Hospitality,,,,,,,,,,,,,
Republica,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Rewards Network,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Rhf,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Rhode Island School,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
Richway,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Ridge Cc,prospect,,A,,,,,,,IL,,Country Clubs/Golf/Health Fitness,,,,,,,,GFS ROSEMONT F/U,,,,,
Ridgemoore Country Club,prospect,,C,,,,,,,,,Country Clubs/Golf/Health Fitness,,,,,,,,,,,,,
"Ritchie'S Food Dist., INC",distributor,,A,,,,,,Piketon,OH,,Distributor,,,,,,,,,,,,,
River City Drafthouse,unknown,,D,,,,,,,,,,,,,,,,,"Left Sample kit, I imformed Greco Jim, follow up next week",,,,,
River Finn LLC,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Rjc,customer,,C,,,,,,,,,Casual,,,,,,,,,,,,,
Robinson `Ribs,customer,,D,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Rob'S Meat,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Roc City Bar and Grill,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Rockmill Tavern,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Rockmill Tavern/Bandits,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Rogers Park Restaurant,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Roins Produce INC,distributor,,A,,,,,,Chicago,IL,,Distributor,,,,,,,,,,,,,
Rolf and Daughters,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Roman Village,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Romeo Pizza,customer,,C,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Roots & Vine Produce and Cafe,unknown,,B,,,,,954 California Ave,Chicago,IL,,,,,,,,,,,,,,,
Rootstock Wine and `Beer Bar,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Rosati'S,customer,,D,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Rose Mary,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,Left FS and VAF with Chef Brian; follow-up needed,,,,,
"Rosebud Steakhouse (Munster, in",customer,,D,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Roselli Whsl Foods INC,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Route 66,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Royal Sonesta Downtown/River North,customer,,A,,,,,"66 W. Kinsey Street, Chicago, Illinois",Chicago,IL,,Fine Dining,,,,,,,,,,,,,
Rpm Steak,customer,,A,,,,,,Chicago,IL,,Chain/Group Member,,,,,,,,,,,,,
Ruby Tuesday,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Rumi Grill INC,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Rush Medical Center,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Russ,customer,,A,,,,,,Holland,MI,,Chain/Group Member,,,,,,,,Connected with Gm amd GFs rep,,,,,
Rusty Bucket,customer,,A,,,+1-614-621-1105,,390 W Nationwide Blvd,Columbus,OH,43215,Gastropub,,,,,,,,Shipped Chef Anthony MacAdam of Cameron Mitchell (Rusty Bucket),,,,,
Rusty'S Lakeside Pub,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Ruth Lake Country Club,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Ryan'S Creekhouse,customer,,C,,,,,,,,,Casual,,,,,,,,,,,,,
S2 City Grill & Daiquiri Bar,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
S2 Express Grill,customer,,C,,,+1-630-530-4649,,701 W North Ave,Villa Park,IL,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
Safari Land,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Salt and Vinegar Lexington Ky,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Salt of the Earth,customer,,A,,,,,,Saugatuck,MI,,Gastropub,,,,,,,,erun rogers plant based leads gfs,,,,,
Salt.,customer,,D,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Salvatores,customer,,A,,,,,,Fort Wayne,IN,,Chain/Group Member,,,,,,,,8nstore chain,,,,,
Santisi Wholesale Food Co,distributor,,A,,,,,,Youngstown,OH,,Distributor,,,,,,,,,,,,,
Saugataco,customer,,A,,,,,,Saugatuck,MI,,Gastropub,,,,,,,,erun rogers plant based leads gfs,,,,,
Saz'S Hospitality Group,unknown,,D,,,,,,,,,,,,,,,,,Follow-up w/Don 8/19,,,,,
Schoops,customer,,B,,,,,,,,,Casual,,,,,,,,,,,,,
Schwa,unknown,,C,,,,,,,,,,,,,,,,,Met with owner Patrick . Loved the garlic and dill. Wants a garlic curd burger.,,,,,
Scratch Kitchen,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Seafood Merchants LTD,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Seasons Food Service,distributor,,A,,,,,,Chicago,IL,,Distributor,,,,,,,,,,,,,
Senate,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Seoul Bites,customer,,B,,,+1-312-441-1920,,"123 N Jefferson St Chicago, Il 60661",Chicago,IL,,Fine Dining,,,,,,,,,,,,,
Sepia,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Sfg,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Sfs Dist - Skoufis Food,distributor,,A,,,,,,Chicago,IL,,Distributor,,,,,,,,,,,,,
Shakespears,customer,,A,,,,,,,MI,,Gastropub,,,,,,,,,,,,,
Shakou,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Shallot'S Bistro,customer,,C,,,,,,Skokie,IL,,Fine Dining,,,,,,,,Lead from Lauren Scatena.,,,,,
Shamrocks (Patchen),unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Shamrocks(Brannon Crodding),unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Shanghai Terrace,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Shaw'S Crabhouse,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Shedd Aquarium,customer,,A,,,,,,,,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
Sheraton Grand,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Sherwood Foods-Cleveland,distributor,,A,,,,,,Maple Heights,OH,,Distributor,,,,,,,,,,,,,
Sherwood Foods-Detroit,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Shoreline Brewery,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Sidari'S Italian Foods,distributor,,A,,,,,,Cleveland,OH,,Distributor,,,,,,,,,,,,,
Side Door,unknown,,D,,,,,,,,,,,,,,,,,Will visit with cheese curds.,,,,,
Side Lot Brewing,customer,,B,,,+1-312-595-1322,,"51 W Kinzie St Chicago, Il",Chicago,IL,,Gastropub,,,,,,,,,,,,,
Siena Tavern,customer,,B,,,+1-773-572-1622,,"1312 S. Wabash Ave Chicago, Il",Chicago,IL,,Fine Dining,,,,,,,,,,,,,
Signature Bar and Restaurant,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Silver Harbor Brewery,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Silver Spring House,customer,,C,,,,,,Cincinnati,OH,,Gastropub,,,,,,,,,,,,,
Sirna & Sons,distributor,,A,,,,,,Ravenna,OH,,Distributor,,,,,,,,,,,,,
Ski Daddy'S,customer,,C,,,+1-270-904-2995,,160 Rivern Pl Ave,Bowling Green,KY,42101,Casual,,,,,,,,,,,,,
Skoogs,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Sky,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Sky Club,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Slyce,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Slymans Deli,customer,,A,,,,,,Independence,OH,,Chain/Group Member,,,,,,,,,,,,,
Smack Dab Chicago,customer,,B,,,,,"192 E. Walton Street, Chicago, Illinois",Chicago,IL,,Chain/Group Member,,,,,,,,,,,,,
Small Cheval,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Smith Family Foods,distributor,,A,,,,,,Tiffin,OH,,Distributor,,,,,,,,,,,,,
Smithhisler Meats,distributor,,A,,,,,,Mount Vernon,OH,,Distributor,,,,,,,,,,,,,
Smoke Daddy,customer,,B,,,,,3800 N. Pulaski Road,Chicago,IL,,Chain/Group Member,,,,,,,,,,,,,
Smoque,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,"3800 N. Pulaski Chicago, IL 60641 773-545-7427",,,,,
Smyth,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Sochi,customer,,D,,,,,,,,,Gastropub,,,,,,,,Presented garlic curds. They ordered on the spot,,,,,
Social 219,customer,,B,,,,,,,,,Casual,,,,,,,,"Cut and won vs Lamb Stealth fry; initially price and avialbility an Issue, now just price. Still working woth Martin and Carlota on this account.",,,,,
Sofo Foods of Ohio,distributor,,A,,,,,,Toledo,OH,,Distributor,,,,,,,,,,,,,
Sofo Foods Oh,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Soju BBQ,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Sol de Mexico,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Soul and Smoke,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Soul Veg City,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Soupicurean,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
South Chicago Fish Compan,distributor,,A,,,,,,Chicago,IL,,Distributor,,,,,,,,,,,,,
South Holland Paper,distributor,,A,,,,,,Chicago,IL,,Distributor,,,,,,,,,,,,,
Spencers Coffee,customer,,C,,,,,,,KY,,Casual,,,,,,,,WonderJuice,,,,,
Spiceland INC,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Spillway Bar and Grill,prospect,,C,,,,,,,,,Bar/Lounge,,,,,,,,,,,,,
Spillway Bg,prospect,,C,,,+1-270-842-9397,,2195 River St,Bowling Green,KY,42101,Bar/Lounge,,,,,,,,,,,,,
Spirit Elephant,prospect,,A,,,,,N Bay Rd,Wilmette,IL,,Vegan/ Vegetarian,,,,,,,,Apart of a restaurant group with three other concepts.,,,,,
Spoke +Ivy,customer,,C,,,,,,Fort Wayne,IN,,Casual,,,,,,,,,,,,,
Springhill Suites by Marriott Springfield Southwest,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Square,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Squire Ale House,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Squire on the Square,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
St John'S Universtiy,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
St Lawrence,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
St Joseph Brewery,customer,,D,,,,,,,,,Gastropub,,,,,,,,,,,,,
St Mary'S Hospital,prospect,,A,,,,,,,,,Healthcare,,,,,,,,,,,,,
Stables Steakhouse,customer,,D,,,,,,,,,Chain/Group Member,,,,,,,,Emailed on Proper Stock CATMAN identification-on 8/19 identified Catman who is Lauren Vanryn. Our timing is excellent as this category is up for review in a month or so and they will likely request samples and a presentation.,,,,,
Stacked Pancake House,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,"3/8"" & Cubed",,,,,
State Line Pizza,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Station 21,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Steady Eddie,prospect,,A,,,,,,Flint,MI,,Vegan/ Vegetarian,,,,,,,,meeting-awaiting assigned sales rep names,,,,,
Steak and Shake,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Steak and Vine,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Steel Plow Burger Co,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Stoker'S Tenderex Farms,distributor,,A,,,,,,,KY,,Distributor,,,,,,,,,,,,,
Studio Grille,customer,,A,,,,,,,MI,,Gastropub,,,,,,,,,,,,,
Sun Valley Foods Co,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Sunda New Asian,customer,,A,,,,,,,,,Gastropub,,,,,,,,Sous Chef recieved; need to follow up,,,,,
Suny Buffalo,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
Superdawg Drive-In,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Superdawg.,prospect,,C,,,,,,,,,Fast food,,,,,,,,,,,,,
Superior,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Superkhana,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Supreme Lobster and Seafo,distributor,,A,,,,,,Villa Park,IL,60181,Distributor,,,,,,,,Mike Sakshaug is the Retail Store Manager 05/22/2025,,,,,
Surf�S Up Franchising Corporation,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Sweeney Girl Sweets,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Sweet Berry Cafe,prospect,,C,,,,,720 N Mclean Blvd,South Elgin,IL,,Breakfast/Brunch,,,,,,,,,,,,,
Syds Fine Foods,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Syracuse,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
Sysco - Gr DC,distributor,,A,,,,,,Grand Rapids,,,Distributor,,,,,,,,Sent emil on TCFB Holiday Blitz,,,,,
Sysco - Nashville) DC,distributor,,A,,,,,,Nashville,TN,,Distributor,,,,,,,,planning ride alongs with BG Sales rep Bo Ghee,,,,,
Sysco - Central Il DC,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Sysco - Central Illinois DC,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Sysco - Chicago DC,distributor,,A,,,,,,,IL,,Distributor,,,,,,,,,,,,,
Sysco - Cincinnati DC,distributor,,A,,,,,,Cincinnati,OH,,Distributor,,,,,,,,,,,,,
Sysco - Cleveland DC,distributor,,A,,,,,,Cleveland,OH,,Distributor,,,,,,,,,,,,,
Sysco - Grand Rapids DC,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Sysco - Indianapolis DC,distributor,,A,,,,,,,IN,,Distributor,,,,,,,,,,,,,
Sysco - Louisville DC,distributor,,A,,,,,,,KY,,Distributor,,,,,,,,,,,,,
Tabor Hills Healthcare Facility,prospect,,C,,,,,,,,,Healthcare,,,,,,,,,,,,,
Tavern on Main,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Tavvas LLC,unknown,,D,,,,,,,,,,,,,,,,,,,,,,
Teibel'S,customer,,A,,,,,2234 N. Western Avenue,Chicago,IL,,Fine Dining,,,,,,,,,,,,,
Test 12/2,customer,,C,,,,,,,,,Pizza,,,,,,,,,,,,,
Testa Produce,distributor,,A,,,,,,,,,Distributor,,,,,,,,,,,,,
Texas Corner Meats,customer,,A,,,,,,,MI,,Caterer,,,,,,,,,,,,,
Texas Corner Specialty Meats,customer,,C,,,,,,,MI,,Caterer,,,,,,,,,,,,,
Texas Corral Restaurants,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
The 30 Bird,prospect,,C,,,,,,,KY,,Vegan/ Vegetarian,,,,,,,,Plant based,,,,,
The Barge,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
The Blackwell Inn,customer,,C,,,,,,Columbus,OH,,Casual,,,,,,,,intro,,,,,
The Butler,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
The Caterist,customer,,A,,,,,3517 N. Spaulding Ave,Chicago,IL,60618,Fine Dining,,,,,,,,Testa Kristen Lead for VAF; Contact - Rachel & Josh Owens,,,,,
The Cliff Dwellers,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
The Country of the North,prospect,,C,,,,,1 Club N Dr,Xenia,OH,45385,Country Clubs/Golf/Health Fitness,,,,,,,,Shipped Chef Chelsea Fisher box of Annasea tuna and salmon,,,,,
The Dearborn,customer,,A,,,,,,,,,Fine Dining,,,,,,,,,,,,,
The Draft House,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
The Duplex,customer,,A,,,,,3137 W Logan Blvd,Chicago,IL,60647,Casual,,,,,,,,Offers vegan/vegetarian options.,,,,,
The Emily Hotel Chicago,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
The Entrance Restaurant,prospect,,C,,,,,15101 Dixie Hwy,Harvey,IL,60426,Bar/Lounge,,,,,,,,Javier is the Chef and Joe is the owner,,,,,
The Farmacy,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
The Harvest Room,prospect,,B,,,,,,,,,Breakfast/Brunch,,,,,,,,,,,,,
The Hoppy Gnome,customer,,A,,,,,,Fort Wayne,IN,,Chain/Group Member,,,,,,,,,,,,,
The Hub,customer,,A,,,,,,,MI,,Gastropub,,,,,,,,,,,,,
The Lighthouse,customer,,A,,,,,,,,,Fine Dining,,,,,,,,,,,,,
The Ohio State University,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
The Paperwork Chef,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
The Paramount Group,customer,,A,,,+1-773-880-8044,,,,,,Chain/Group Member,,https://theparamountgroupchicago.com,,,,,,"Eden, fuel good, cultivate, SYCSCO CONTRACT",,,,,
The Pizzeria,customer,,C,,,,,,,,,Pizza,,,,,,,,,,,,,
The Point Sports Bar,customer,,C,,,,,12713 Cal Sag Rd,Crestwood,IL,60445,Gastropub,,,,,,,,Emily is the owner,,,,,
The Rackhouse Tavern,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
The Ramen District,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
The Royal Group,customer,,A,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
The Scrambled,unknown,,B,,,,,1448 N. Wells,Chicago,IL,,,,,,,,,,,,,,,
The Second City,customer,,C,,,,,,,,,Entertainment/Casinos/Theatres,,,,,,,,,,,,,
The Vig,customer,,A,,,,,,,,,Fine Dining,,,,,,,,Part of Vegacy Hoapitality Group,,,,,
The Wealshire,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Third Coasting,customer,,A,,,+1-773-349-8899,,,,,,Chain/Group Member,,https://www.thirdcoasthg.com,,,,,,"Treehouse, Chicago, Moses, Cantina, old Crow, smokehouse, tunnel, Chicago, La Luna",,,,,
Three Tarts Bakery and Cafe,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Tiger Lily Cafe,customer,,B,,,,,"1016 Church Street, Evanston Illinois",,,,Gastropub,,,,,,,,,,,,,
Tiger Lily Caf� (Buys From Gfs),customer,,C,,,,,,,,,Gastropub,,,,,,,,,,,,,
Tilly�S Tea Room,customer,,C,,,,,,,,,Gastropub,,,,,,,,,,,,,
Timothy'S,customer,,A,,,,,,Union,MI,,Fine Dining,,,,,,,,Would like to try FS as LTO and Poke,,,,,
Tin Caps Milb Team Fort Wayne,prospect,,C,,,,,,Ft Wayne,IN,,Travel,,,,,,,,"Drop off samples from Annasea, Kaufhold and Frites Street",,,,,
Toast & Jam,prospect,,B,,,,,,,,,Breakfast/Brunch,,,,,,,,,,,,,
Toeless Joel'S,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Tony�S Tacos,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Top Dog Pizza Pub,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Top Shooters,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Town Club,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Towne & Oak,customer,,A,,,,,,Winnetka,,,Fine Dining,,,,,,,,,,,,,
Townee Square Restaurant,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Transitions,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Trini�S Tasty Pastries,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Trinity Health,prospect,,A,,,,,,,MI,,Healthcare,,,,,,,,,,,,,
Troyer Foods-North,distributor,,A,,,,,,,IN,,Distributor,,,,,,,,,,,,,
Tujax Tavern,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Tulane University,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Turano Baking Co,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
U of Richmond,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
U. Lynchburg,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
Uchicago Dining,customer,,A,,,,,,,,,College & Universites,,,,,,,,,,,,,
Uhc,customer,,B,,,,,,,,,Casual,,,,,,,,,,,,,
Umeteagroup INC,customer,,B,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Uncle Charlie'S Meats,distributor,,A,,,+1-800-688-1967,,406 N Estill Ave,Richmond,KY,40476,Distributor,,,,,,,,,,,,,
Union Ale House,customer,,A,,,,,,,,,Gastropub,,,,,,,,,,,,,
Union Club,customer,,A,,,,,,,,,Fine Dining,,,,,,,,,,,,,
Union Sushi and BBQ Bar,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
University Club of Chicago,customer,,A,,,,,,,,,Fine Dining,,,,,,,,,,,,,
University of Alabama,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
University of Cincinnati,customer,,C,,,,,,Cinccinnati,OH,,College & Universites,,,,,,,,Met the GFS rep who has account,,,,,
University of Dayton,customer,,A,,,,,,,,,College & Universites,,,,,,,,NACUFS SHOWCASE EAST AND SOUTH USA,,,,,
University of Illinois,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Um,customer,,A,,,,,,,MI,,College & Universites,,,,,,,,,,,,,
University of Michigan,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
University of Minnesota,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
University of Notre Dame,customer,,A,,,,,,,,,College & Universites,,,,,,,,,,,,,
University of Wisconsin Madison,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Upper Crust,customer,,A,,,+1-573-874-3033,,2011 Corona Road Suite 203,Columbia,MO,65203,Management company,,,,,,,,Director of procurement -services fraternities and sororities and camps,,,,,
Upstairs Pub,customer,,B,,,,,,,,,Chain/Group Member,,,,,,,,,,,,,
Urban Transformation,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
US Foods-Fishers,distributor,,A,,,,,,Fishers,IN,,Distributor,,,,,,,,2 emails unanswered. Will phone week pf 6-16,,,,,
US Foods-Indy,distributor,,A,,,,,,Fishers,IN,,Distributor,,,,,,,,2 emails unanswered. Will phone week pf 6-16,,,,,
US Foods-Bensenville,distributor,,A,,,,,,,,,Distributor,,,,,,,,Emailed announcing TCFB Holiday and McCrum representation,,,,,
US Foods,distributor,,A,,,,,,,,,Distributor,,,,,,,,Emailed announcing TCFB Holiday and McCrum representation,,,,,
US Foods Direct,distributor,,A,,,,,,,,,Distributor,,,,,,,,Emailed announcing TCFB Holiday and McCrum representation,,,,,
US Foodservice,distributor,,A,,,,,,45691,,,Distributor,,,,,,,,Emailed announcing TCFB Holiday and McCrum representation,,,,,
Uw-Madison,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Uw-Stout Dinning Service,customer,,B,,,,,,,,,Gastropub,,,,,,,,,,,,,
Valhalla,unknown,,C,,,,,,,,,,,,,,,,,,,,,,
Valley Wholesale Foods,distributor,,A,,,,,,Portsmouth,OH,,Distributor,,,,,,,,,,,,,
Valparaiso University,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Van Eerden,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Van Eerden Drop Ship - E&S,distributor,,A,,,,,,,MI,,Distributor,,,,,,,,,,,,,
Van Treese & Associates,distributor,,A,,,,,,,IN,,Distributor,,,,,,,,,,,,,
Vanderbilt University,unknown,,A,,,,,,,,,,,,,,,,,,,,,,
Vaughan Hospitality,customer,,A,,,+1-312-867-7717,,2744 West Roscoe St,Chicago,IL,,Chain/Group Member,,https://vaughanhospitality.com,,,,,,No longer Sysco,,,,,
Vegan Bar,customer,,C,,,,,,,,,Casual,,,,,,,,,,,,,
Vegan Street,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Vegnews and Veganstreet.Com,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Versailles Food Mart,unknown,,B,,,,,,,,,,,,,,,,,,,,,,
Vette City Catering(Bg Hot Rods Milb),customer,,C,,,,,,Bowlingn Green,KY,,Caterer,,,,,,,,emailed about samples interest,,,,,
