name,organization_type,parent_organization_id,priority,segment_id,website,phone,email,address,city,state,postal_code,notes,logo_url,linkedin_url,annual_revenue,employee_count,founded_year,tax_identifier,context_links,sales_id,created_by,updated_by,deleted_at,import_session_id
PFG - Somerset Ky DC,distributor,,A,,,,,,,KY,,Type: Distributor,,,,,,,,,,,,
PFG - Jordan Gottlieb,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Pfs - Chicago,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Pfs - Chicago E&S,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Pfs - Ellenbee,distributor,,A,,,,,,Fairfield,OH,,Type: Distributor,,,,,,,,,,,,
"Pfs - Ohio, Oh Pizza Prod.",distributor,,A,,,,,,Monroe,OH,,Type: Distributor,,,,,,,,,,,,
Pfs - Somerset,distributor,,A,,,,,,,KY,,Type: Distributor,,,,,,,,,,,,
Piazza,distributor,,A,,,,,,,,,"Type: Distributor

Sales Notes: Sent emil on TCFB Holiday Blitz",,,,,,,,,,,,
Picnic Digital Food Court,prospect,,B,,,,,,,,,Type: Fast food,,,,,,,,,,,,
Pics Produce INC,distributor,,A,,,,,,Cincinnati,OH,,Type: Distributor,,,,,,,,,,,,
"Pier 48 Indy, LLC",unknown,,B,,,,,,,,,,,,,,,,,,,,,
Pilot Project,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Pine Rest,prospect,,A,,,,,,Grand Rapids,MI,,"Type: Healthcare

Sales Notes: Sam Butler dropped BB and LL samples off 1/28",,,,,,,,,,,,
Pinewood Social,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Gibsons,customer,,A,,,,,,,IL,,"Type: Management company

Sales Notes: RL, Hugo,Quartino, Lux Bar, Bazaar MLL, Bar Mar, Boathouse",,,,,,,,,,,,
Pinstripes,customer,,A,,,,,,,,,Type: Management company,,,,,,,,,,,,
Pita Inn,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Pizza Express,customer,,C,,,,,1224 Old Gallatin Rd,Scottsville,KY,42164,"Type: Pizza

Sales Notes: Reba and Jim owners tried the Bakeable curds looking to get them thru DOT Foods",,,,,,,,,,,,
Pizza Friendly Pizza -- 16 on Center,customer,,D,,,,,,,,,"Type: Gastropub

Sales Notes: Sampled thrunPFG rep-twice the cost-15k #!annually/2) flip sends Brady connect with investor Mike Schatzman",,,,,,,,,,,,
Planeterians,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Planks Tavern on the Water,customer,,A,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Plantastic Indy,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Planteneers,customer,,B,,,+1-773-523-7437,,"2119 S Halsted St Chicago, Il",Chicago,IL,,Type: Gastropub,,,,,,,,,,,,
Pleasant House Pub,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Plymouth Place,unknown,,C,,,,,820 N LA Salle Dr,,,,,,,,,,,,,,,,
Pointe Dairy Service,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Pollak Dist Co INC,distributor,,A,,,,,,Euclid,OH,,Type: Distributor,,,,,,,,,,,,
Pompette,unknown,,D,,,,,,,,,,,,,,,,,,,,,
"Poole Foods, INC",distributor,,A,,,,,,,IN,,Type: Distributor,,,,,,,,,,,,
Port Drive in,customer,,B,,,,,2501 W. 16th Street,Chicago,IL,,"Type: Chain/Group Member

Sales Notes: Likes product. Cutting. Craig will follow up. 8/19",,,,,,,,,,,,
Portillo'S,customer,,B,,,,,"1000 W. Fulton Market, Chicago, Illinois",Chicago,IL,,Type: Chain/Group Member,,,,,,,,,,,,
Portillo'S Hot Dogs,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Porto,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Postboy,customer,,A,,,,,1509 Chapel Drive,Chicago,IL,,Type: Chain/Group Member,,,,,,,,,,,,
Potbelly,unknown,,A,,,,,,,,,Sales Notes: Spoke on FS. Will connect us will potential customers,,,,,,,,,,,,
Premier Produce - Columbus,distributor,,A,,,,,,Columbus,OH,,Type: Distributor,,,,,,,,,,,,
US Foods-Wixom,distributor,,A,,,,,,,MI,,"Type: Distributor

Sales Notes: emailed Rick-phoned left vm.",,,,,,,,,,,,
US Foods-Detroit,distributor,,C,,,,,,,,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Cincinnatti,distributor,,A,,,,,,,OH,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Nashville,distributor,,A,,,,,,,TN,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Chicago Corp,distributor,,A,,,,,,,IL,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Chicago Chicago,distributor,,A,,,,,,,IL,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Chicago Bensenville,distributor,,A,,,,,,,IL,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Chicago Aurora,distributor,,A,,,,,,,IL,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Milwaukee,distributor,,A,,,,,,,IL,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
US Foods-Baraboo,distributor,,A,,,,,,,,,"Type: Distributor

Sales Notes: Emailed announcing TCFB Holiday and McCrum representation",,,,,,,,,,,,
Prepared Foods Magazine,customer,,B,,,+1-312-726-7777,,"222 N Lasalle Blvd Chicago, Il",Chicago,IL,,Type: Fine Dining,,,,,,,,,,,,
Prima,customer,,C,,,,,,,,,Type: Casual,,,,,,,,,,,,
Prime and Provisions,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Prime Steak,customer,,A,,,,,,,,,"Type: Fine Dining

Sales Notes: Dropped off sample kit with bartender of behalf of rep. Very busy when I visited.",,,,,,,,,,,,
Principal,customer,,A,,,,,,,MI,,Type: Fine Dining,,,,,,,,,,,,
Progress Bar,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Prosperity Social Club,customer,,D,,,,,,,,,Type: Casual,,,,,,,,,,,,
Provecho,customer,,A,,,+1-312-404-0440,,332 East Illinois St,Chicago,IL,60611,Type: Chain/Group Member,,,,,,,,,,,,
Proximo,customer,,A,,,,,,Fort Wayne,IN,,Type: Chain/Group Member,,,,,,,,,,,,
Psquare Hospitality,customer,,A,,,,,,,,,"Type: Education

Sales Notes: Ashley passes on VA",,,,,,,,,,,,
Public Bar,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Pui Tak Center,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Purple Carrot,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Quartino Ristorante,prospect,,A,,,,,,,,,Type: Group Purchasing Organization,,,,,,,,,,,,
Quest,prospect,,A,,,+1-806-773-8087,,2500 South Highland Avenue,Lombard,IL,60148,"Type: Group Purchasing Organization

Sales Notes: Chef Juan Zuniga is no longer at Quest, he had been our previous MFB champion at Quest. I will now pursue Shelly Robinson, VP of procurement.",,,,,,,,,,,,
Quest (Wright State University),customer,,A,,,,,,Dayton,OH,,"Type: Management company

Sales Notes: email Jason Roller to see what the next steps were to sampling some products",,,,,,,,,,,,
Quest Food Management Services,customer,,A,,,+1-410-764-0539,,400 Red Brook Blvd #120,Elk `Grove,IL,21117,"Type: Management company

Sales Notes: As of 1/31/25 Sue and I found that Chef Juan Zuniga is no longer at Quest. This would mean our communication now has to go thru sheryll.",,,,,,,,,,,,
R.D.P. Foodservice,distributor,,A,,,,,,Hillard,OH,,Type: Distributor,,,,,,,,,,,,
R.D.P. Foodservice Frozen,distributor,,A,,,,,,Columbus,OH,,Type: Distributor,,,,,,,,,,,,
Rail House Bar,prospect,,C,,,,,,Round Lake,IL,,"Type: Bar/Lounge

Sales Notes: Lead came in from USF Rep Lori Taylor.",,,,,,,,,,,,
Raisu,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Ralston'S,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Rational USA,prospect,,B,,,,,,,,,Type: Country Clubs/Golf/Health Fitness,,,,,,,,,,,,
Ravisloe,prospect,,B,,,,,,,,,Type: Country Clubs/Golf/Health Fitness,,,,,,,,,,,,
Raydia,distributor,,A,,,,,,South Bend,,,Type: Distributor,,,,,,,,,,,,
Rdv Corp,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Recess,customer,,B,,,,,,,,,"Type: Fine Dining

Sales Notes: Greg Youra USF rep positioning Waffle fry",,,,,,,,,,,,
Redamak,customer,,A,,,2698573501/6165507847,,,,,,"Type: Chain/Group Member

Sales Notes: Wrote to KIM OBRIEN GM ; MET CHEF ANDREW,",,Kobrien@redwaterrestaurants.com,,,,,,,,,,
Redwater,customer,,A,,,,,,,MI,,Type: Chain/Group Member,,,,,,,,,,,,
Redwater Restaurant Group,customer,,A,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Renaissance Schaumburg,customer,,A,,,,,,,,,Type: Hospitality,,,,,,,,,,,,
Republica,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Rewards Network,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Rhf,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Rhode Island School,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
Richway,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Ridge Cc,prospect,,A,,,,,,,IL,,"Type: Country Clubs/Golf/Health Fitness

Sales Notes: GFS ROSEMONT F/U",,,,,,,,,,,,
Ridgemoore Country Club,prospect,,C,,,,,,,,,Type: Country Clubs/Golf/Health Fitness,,,,,,,,,,,,
"Ritchie'S Food Dist., INC",distributor,,A,,,,,,Piketon,OH,,Type: Distributor,,,,,,,,,,,,
River City Drafthouse,unknown,,D,,,,,,,,,"Sales Notes: Left Sample kit, I imformed Greco Jim, follow up next week",,,,,,,,,,,,
River Finn LLC,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Rjc,customer,,C,,,,,,,,,Type: Casual,,,,,,,,,,,,
Robinson `Ribs,customer,,D,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Rob'S Meat,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Roc City Bar and Grill,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Rockmill Tavern,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Rockmill Tavern/Bandits,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Rogers Park Restaurant,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Roins Produce INC,distributor,,A,,,,,,Chicago,IL,,Type: Distributor,,,,,,,,,,,,
Rolf and Daughters,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Roman Village,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Romeo Pizza,customer,,C,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Roots & Vine Produce and Cafe,unknown,,B,,,,,954 California Ave,Chicago,IL,,,,,,,,,,,,,,
Rootstock Wine and `Beer Bar,customer,,B,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Rosati'S,customer,,D,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Rose Mary,customer,,B,,,,,,,,,"Type: Chain/Group Member

Sales Notes: Left FS and VAF with Chef Brian; follow-up needed",,,,,,,,,,,,
"Rosebud Steakhouse (Munster, in",customer,,D,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Roselli Whsl Foods INC,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Route 66,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Royal Sonesta Downtown/River North,customer,,A,,,,,"66 W. Kinsey Street, Chicago, Illinois",Chicago,IL,,Type: Fine Dining,,,,,,,,,,,,
Rpm Steak,customer,,A,,,,,,Chicago,IL,,Type: Chain/Group Member,,,,,,,,,,,,
Ruby Tuesday,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Rumi Grill INC,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Rush Medical Center,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Russ,customer,,A,,,,,,Holland,MI,,"Type: Chain/Group Member

Sales Notes: Connected with Gm amd GFs rep",,,,,,,,,,,,
Rusty Bucket,customer,,A,,,+1-614-621-1105,,390 W Nationwide Blvd,Columbus,OH,43215,"Type: Gastropub

Sales Notes: Shipped Chef Anthony MacAdam of Cameron Mitchell (Rusty Bucket)",,,,,,,,,,,,
Rusty'S Lakeside Pub,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Ruth Lake Country Club,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Ryan'S Creekhouse,customer,,C,,,,,,,,,Type: Casual,,,,,,,,,,,,
S2 City Grill & Daiquiri Bar,unknown,,D,,,,,,,,,,,,,,,,,,,,,
S2 Express Grill,customer,,C,,,+1-630-530-4649,,701 W North Ave,Villa Park,IL,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
Safari Land,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Salt and Vinegar Lexington Ky,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Salt of the Earth,customer,,A,,,,,,Saugatuck,MI,,"Type: Gastropub

Sales Notes: erun rogers plant based leads gfs",,,,,,,,,,,,
Salt.,customer,,D,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Salvatores,customer,,A,,,,,,Fort Wayne,IN,,"Type: Chain/Group Member

Sales Notes: 8nstore chain",,,,,,,,,,,,
Santisi Wholesale Food Co,distributor,,A,,,,,,Youngstown,OH,,Type: Distributor,,,,,,,,,,,,
Saugataco,customer,,A,,,,,,Saugatuck,MI,,"Type: Gastropub

Sales Notes: erun rogers plant based leads gfs",,,,,,,,,,,,
Saz'S Hospitality Group,unknown,,D,,,,,,,,,Sales Notes: Follow-up w/Don 8/19,,,,,,,,,,,,
Schoops,customer,,B,,,,,,,,,Type: Casual,,,,,,,,,,,,
Schwa,unknown,,C,,,,,,,,,Sales Notes: Met with owner Patrick . Loved the garlic and dill. Wants a garlic curd burger.,,,,,,,,,,,,
Scratch Kitchen,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Seafood Merchants LTD,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Seasons Food Service,distributor,,A,,,,,,Chicago,IL,,Type: Distributor,,,,,,,,,,,,
Senate,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Seoul Bites,customer,,B,,,+1-312-441-1920,,"123 N Jefferson St Chicago, Il 60661",Chicago,IL,,Type: Fine Dining,,,,,,,,,,,,
Sepia,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Sfg,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Sfs Dist - Skoufis Food,distributor,,A,,,,,,Chicago,IL,,Type: Distributor,,,,,,,,,,,,
Shakespears,customer,,A,,,,,,,MI,,Type: Gastropub,,,,,,,,,,,,
Shakou,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Shallot'S Bistro,customer,,C,,,,,,Skokie,IL,,"Type: Fine Dining

Sales Notes: Lead from Lauren Scatena.",,,,,,,,,,,,
Shamrocks (Patchen),unknown,,D,,,,,,,,,,,,,,,,,,,,,
Shamrocks(Brannon Crodding),unknown,,C,,,,,,,,,,,,,,,,,,,,,
Shanghai Terrace,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Shaw'S Crabhouse,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Shedd Aquarium,customer,,A,,,,,,,,,Type: Entertainment/Casinos/Theatres,,,,,,,,,,,,
Sheraton Grand,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Sherwood Foods-Cleveland,distributor,,A,,,,,,Maple Heights,OH,,Type: Distributor,,,,,,,,,,,,
Sherwood Foods-Detroit,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Shoreline Brewery,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
Sidari'S Italian Foods,distributor,,A,,,,,,Cleveland,OH,,Type: Distributor,,,,,,,,,,,,
Side Door,unknown,,D,,,,,,,,,Sales Notes: Will visit with cheese curds.,,,,,,,,,,,,
Side Lot Brewing,customer,,B,,,+1-312-595-1322,,"51 W Kinzie St Chicago, Il",Chicago,IL,,Type: Gastropub,,,,,,,,,,,,
Siena Tavern,customer,,B,,,+1-773-572-1622,,"1312 S. Wabash Ave Chicago, Il",Chicago,IL,,Type: Fine Dining,,,,,,,,,,,,
Signature Bar and Restaurant,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Silver Harbor Brewery,unknown,,B,,,,,,,,,,,,,,,,,,,,,
Silver Spring House,customer,,C,,,,,,Cincinnati,OH,,Type: Gastropub,,,,,,,,,,,,
Sirna & Sons,distributor,,A,,,,,,Ravenna,OH,,Type: Distributor,,,,,,,,,,,,
Ski Daddy'S,customer,,C,,,+1-270-904-2995,,160 Rivern Pl Ave,Bowling Green,KY,42101,Type: Casual,,,,,,,,,,,,
Skoogs,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Sky,unknown,,A,,,,,,,,,,,,,,,,,,,,,
Sky Club,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Slyce,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Slymans Deli,customer,,A,,,,,,Independence,OH,,Type: Chain/Group Member,,,,,,,,,,,,
Smack Dab Chicago,customer,,B,,,,,"192 E. Walton Street, Chicago, Illinois",Chicago,IL,,Type: Chain/Group Member,,,,,,,,,,,,
Small Cheval,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Smith Family Foods,distributor,,A,,,,,,Tiffin,OH,,Type: Distributor,,,,,,,,,,,,
Smithhisler Meats,distributor,,A,,,,,,Mount Vernon,OH,,Type: Distributor,,,,,,,,,,,,
Smoke Daddy,customer,,B,,,,,3800 N. Pulaski Road,Chicago,IL,,Type: Chain/Group Member,,,,,,,,,,,,
Smoque,customer,,A,,,,,,,,,"Type: Chain/Group Member

Sales Notes: 3800 N. Pulaski Chicago, IL 60641 773-545-7427",,,,,,,,,,,,
Smyth,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Sochi,customer,,D,,,,,,,,,"Type: Gastropub

Sales Notes: Presented garlic curds. They ordered on the spot",,,,,,,,,,,,
Social 219,customer,,B,,,,,,,,,"Type: Casual

Sales Notes: Cut and won vs Lamb Stealth fry; initially price and avialbility an Issue, now just price. Still working woth Martin and Carlota on this account.",,,,,,,,,,,,
Sofo Foods of Ohio,distributor,,A,,,,,,Toledo,OH,,Type: Distributor,,,,,,,,,,,,
Sofo Foods Oh,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Soju BBQ,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Sol de Mexico,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Soul and Smoke,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Soul Veg City,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Soupicurean,unknown,,D,,,,,,,,,,,,,,,,,,,,,
South Chicago Fish Compan,distributor,,A,,,,,,Chicago,IL,,Type: Distributor,,,,,,,,,,,,
South Holland Paper,distributor,,A,,,,,,Chicago,IL,,Type: Distributor,,,,,,,,,,,,
Spencers Coffee,customer,,C,,,,,,,KY,,"Type: Casual

Sales Notes: WonderJuice",,,,,,,,,,,,
Spiceland INC,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Spillway Bar and Grill,prospect,,C,,,,,,,,,Type: Bar/Lounge,,,,,,,,,,,,
Spillway Bg,prospect,,C,,,+1-270-842-9397,,2195 River St,Bowling Green,KY,42101,Type: Bar/Lounge,,,,,,,,,,,,
Spirit Elephant,prospect,,A,,,,,N Bay Rd,Wilmette,IL,,"Type: Vegan/ Vegetarian

Sales Notes: Apart of a restaurant group with three other concepts.",,,,,,,,,,,,
Spoke +Ivy,customer,,C,,,,,,Fort Wayne,IN,,Type: Casual,,,,,,,,,,,,
Springhill Suites by Marriott Springfield Southwest,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Square,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Squire Ale House,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Squire on the Square,unknown,,B,,,,,,,,,,,,,,,,,,,,,
St John'S Universtiy,unknown,,A,,,,,,,,,,,,,,,,,,,,,
St Lawrence,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
St Joseph Brewery,customer,,D,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
St Mary'S Hospital,prospect,,A,,,,,,,,,Type: Healthcare,,,,,,,,,,,,
Stables Steakhouse,customer,,D,,,,,,,,,"Type: Chain/Group Member

Sales Notes: Emailed on Proper Stock CATMAN identification-on 8/19 identified Catman who is Lauren Vanryn. Our timing is excellent as this category is up for review in a month or so and they will likely request samples and a presentation.",,,,,,,,,,,,
Stacked Pancake House,customer,,B,,,,,,,,,"Type: Chain/Group Member

Sales Notes: 3/8"" & Cubed",,,,,,,,,,,,
State Line Pizza,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Station 21,customer,,B,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Steady Eddie,prospect,,A,,,,,,Flint,MI,,"Type: Vegan/ Vegetarian

Sales Notes: meeting-awaiting assigned sales rep names",,,,,,,,,,,,
Steak and Shake,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Steak and Vine,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Steel Plow Burger Co,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Stoker'S Tenderex Farms,distributor,,A,,,,,,,KY,,Type: Distributor,,,,,,,,,,,,
Studio Grille,customer,,A,,,,,,,MI,,Type: Gastropub,,,,,,,,,,,,
Sun Valley Foods Co,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Sunda New Asian,customer,,A,,,,,,,,,"Type: Gastropub

Sales Notes: Sous Chef recieved; need to follow up",,,,,,,,,,,,
Suny Buffalo,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
Superdawg Drive-In,customer,,B,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
Superdawg.,prospect,,C,,,,,,,,,Type: Fast food,,,,,,,,,,,,
Superior,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Superkhana,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Supreme Lobster and Seafo,distributor,,A,,,,,,Villa Park,IL,60181,"Type: Distributor

Sales Notes: Mike Sakshaug is the Retail Store Manager 05/22/2025",,,,,,,,,,,,
Surf's Up Franchising Corporation,customer,,B,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
Sweeney Girl Sweets,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Sweet Berry Cafe,prospect,,C,,,,,720 N Mclean Blvd,South Elgin,IL,,Type: Breakfast/Brunch,,,,,,,,,,,,
Syds Fine Foods,unknown,,C,,,,,,,,,,,,,,,,,,,,,
Syracuse,customer,,A,,,,,,,,,"Type: College & Universites

Sales Notes: NACUFS SHOWCASE EAST AND SOUTH USA",,,,,,,,,,,,
Sysco - Gr DC,distributor,,A,,,,,,Grand Rapids,,,"Type: Distributor

Sales Notes: Sent emil on TCFB Holiday Blitz",,,,,,,,,,,,
Sysco - Nashville) DC,distributor,,A,,,,,,Nashville,TN,,"Type: Distributor

Sales Notes: planning ride alongs with BG Sales rep Bo Ghee",,,,,,,,,,,,
Sysco - Central Il DC,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Sysco - Central Illinois DC,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Sysco - Chicago DC,distributor,,A,,,,,,,IL,,Type: Distributor,,,,,,,,,,,,
Sysco - Cincinnati DC,distributor,,A,,,,,,Cincinnati,OH,,Type: Distributor,,,,,,,,,,,,
Sysco - Cleveland DC,distributor,,A,,,,,,Cleveland,OH,,Type: Distributor,,,,,,,,,,,,
Sysco - Grand Rapids DC,distributor,,A,,,,,,,MI,,Type: Distributor,,,,,,,,,,,,
Sysco - Indianapolis DC,distributor,,A,,,,,,,IN,,Type: Distributor,,,,,,,,,,,,
Sysco - Louisville DC,distributor,,A,,,,,,,KY,,Type: Distributor,,,,,,,,,,,,
Tabor Hills Healthcare Facility,prospect,,C,,,,,,,,,Type: Healthcare,,,,,,,,,,,,
Tavern on Main,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Tavvas LLC,unknown,,D,,,,,,,,,,,,,,,,,,,,,
Teibel'S,customer,,A,,,,,2234 N. Western Avenue,Chicago,IL,,Type: Fine Dining,,,,,,,,,,,,
Test 12/2,customer,,C,,,,,,,,,Type: Pizza,,,,,,,,,,,,
Testa Produce,distributor,,A,,,,,,,,,Type: Distributor,,,,,,,,,,,,
Texas Corner Meats,customer,,A,,,,,,,MI,,Type: Caterer,,,,,,,,,,,,
Texas Corner Specialty Meats,customer,,C,,,,,,,MI,,Type: Caterer,,,,,,,,,,,,
Texas Corral Restaurants,unknown,,C,,,,,,,,,,,,,,,,,,,,,
The 30 Bird,prospect,,C,,,,,,,KY,,"Type: Vegan/ Vegetarian

Sales Notes: Plant based",,,,,,,,,,,,
The Barge,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
The Blackwell Inn,customer,,C,,,,,,Columbus,OH,,"Type: Casual

Sales Notes: intro",,,,,,,,,,,,
The Butler,customer,,A,,,,,,,,,Type: Chain/Group Member,,,,,,,,,,,,
The Caterist,customer,,A,,,,,3517 N. Spaulding Ave,Chicago,IL,60618,"Type: Fine Dining

Sales Notes: Testa Kristen Lead for VAF; Contact - Rachel & Josh Owens",,,,,,,,,,,,
The Cliff Dwellers,unknown,,B,,,,,,,,,,,,,,,,,,,,,
The Country of the North,prospect,,C,,,,,1 Club N Dr,Xenia,OH,45385,"Type: Country Clubs/Golf/Health Fitness

Sales Notes: Shipped Chef Chelsea Fisher box of Annasea tuna and salmon",,,,,,,,,,,,
The Dearborn,customer,,A,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
The Draft House,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
The Duplex,customer,,A,,,,,3137 W Logan Blvd,Chicago,IL,60647,"Type: Casual

Sales Notes: Offers vegan/vegetarian options.",,,,,,,,,,,,
The Emily Hotel Chicago,customer,,B,,,,,,,,,Type: Gastropub,,,,,,,,,,,,
The Entrance Restaurant,prospect,,C,,,,,15101 Dixie Hwy,Harvey,IL,60426,"Type: Bar/Lounge

Sales Notes: Javier is the Chef and Joe is the owner",,,,,,,,,,,,
The Farmacy,unknown,,B,,,,,,,,,,,,,,,,,,,,,
The Harvest Room,prospect,,B,,,,,,,,,Type: Breakfast/Brunch,,,,,,,,,,,,
The Hoppy Gnome,customer,,A,,,,,,Fort Wayne,IN,,Type: Chain/Group Member,,,,,,,,,,,,
The Hub,customer,,A,,,,,,,MI,,Type: Gastropub,,,,,,,,,,,,
The Lighthouse,customer,,A,,,,,,,,,Type: Fine Dining,,,,,,,,,,,,
