name,organization_type,priority,segment_name,phone,linkedin_url,address,city,state,postal_code,notes
Ema Chicago,unknown,A,,,,,,IL,,Testa VAF BLITZ
Prasino,unknown,A,,,,,la Grange,IL,,Testa VAF BLITZ Lagrange rd La Grange
Talbot Hotel,unknown,A,,,,,,IL,,Testa VAF BLITZ
Bungalow,unknown,A,,,,,,IL,,Testa VAF BLITZ
Hyatt Mag Mile,prospect,A,Travel,,,,,IL,,Testa VAF BLITZ
Atta Girl,unknown,A,,,,,,IL,,Testa VAF BLITZ
Lardon,unknown,A,,,,,,IL,,Testa VAF BLITZ
ACF Northwest Indiana,prospect,A,Business and Industry,,,,,IN,,
ACF Chicago,prospect,A,Business and Industry,,,,,IL,,
Wing Snob,customer,A,Chain/Group,,,,,,,80+ units. Focus is Tandoori Marination Base
Barren Rivewr Lake Resort,customer,A,Hospitality,,,,Lucas,KY,,
Asparagus,customer,A,Fine Dining,,,,Merrillville,IN,,Poke
St Elmos,customer,A,Fine Dining,,,,,,,
Aurelios,customer,A,Pizza,,,,,,,
caplingers,customer,A,Chain/Group,,,,,,,
Hilton Double Tree Aslip,customer,A,Hospitality,,,,Alsip,,,Loves Poke. Uses Sysco & Wabash Seafood. Would buy from Abdale if stocked. Asked Carol to send a New Vendor Form
Hartsfield,prospect,B,Healthcare,,,,Munster,,,
Tomato Bar,customer,B,Chain/Group,,,,,,,
O'Bryan's Bar and Grill,prospect,C,Bar/Lounge,,,,Owensboro,KY,,
PFG Louisville,distributor,A,Distributor,,,,,,,
PFG Fairfeild,distributor,A,Distributor,,,,,,,
US Foods Cleveland,distributor,A,Distributor,,,,Cleveland,OH,,emailed Rick-phoned left vm.
Dj's Casual Cafe,customer,C,Casual Dining,,,,Wellman,IA,,
Hotel Blackwood,prospect,C,Travel,,,,Davenport,IA,,
Main Street Meat Co.,customer,C,Casual Dining,,,,Davenport,IA,,
Peanut Butter and Deli,customer,C,Casual Dining,,,,Morrison,IL,,
Lubben Vineyards & Wines,customer,C,Casual Dining,,,,Anamosa,IA,,
Petro Travel Center,prospect,C,Travel,,,,Rochelle,IL,,
Hotel Julien Debuque,prospect,C,Travel,,,,Dubuque,IA,,
Thristy Camel Supper Club,customer,C,Casual Dining,,,,Conesville,IA,,
Hailstorm Brewing,customer,A,Gastropub,,,,Tinley Park,IL,,
Sip Self Serve Wine Bar,customer,B,Gastropub,,,,,,,
86 Food Service,distributor,A,Distributor,,,,,,,
El Jefe,customer,C,Ethnic Cuisine,,,,Aurora,IL,60014,
Bust Outs,customer,C,Casual Dining,,,,Chicago,IL,,
Rabbits Bar,customer,C,Casual Dining,,,,Chicago,,,
Harry Caray's Navy Pier,customer,C,Gastropub,,,,,,,
Pizzeria Portofino,customer,C,Fine Dining,,,,,,,
Harry Caray's,unknown,C,,,,,,,,
ANDERSON FOODS,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Battle Alley Brewing Company,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
BAY CLIFF HEALTH CAMP,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Belva�,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
BENS SUPERCENTER,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Bluebird,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
BOARDWALK (THE),unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Boyne River Inn,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
BSA-COLE CANOE,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
C K O S - Catered Events�,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Cardinal Pizza,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
CDS - Miracle Camp and Retreat Cent,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Chart Room,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Chico's Bar and Grill,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
COMM ACTION - HEAD START,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
COUNTRY VIEW BULK FOODS,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Cut River Grille,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Daybreak Cafe,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
DELTON MEMORIAL VFW #422,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
DETROIT PIZZA FACTORY,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Dockside Torch Lake,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Double Down Desserts,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
DUCK LAKE COUNTRY CLUB 40461E,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Eighteen87,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
EMBASSY BAR & GRILL,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
FEED BAG CAFE (THE),unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
GAYLORD BOWLING CENTER,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
GILLIES CONEY ISLAND/MT MORRIS,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
HACIENDA MEXICAN REST H-1,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
HAMLIN PUB - ROCHESTER HILLS,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
HENRY FORD COLLEGE,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
HENRY'S RESTAURANT- OTTAWA,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
HOG'S BACK FOOD CO-OP\ CAROLYN PERU,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Jayell Smoke House,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
KEYS (THE),unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
LOUHELEN BAHA'I SCHOOL,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
MORRISON LAKE GOLF CLUB,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Mrs. C�s Grilled Cheese,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
POTTERVILLE INN,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
PRINCIPLE BUSINESS ENTERPRISES,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Put In Bay Resort,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
RIVER ROCK BAR & GRILL,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
RIVERFRONT GRILLE,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
RIVERWALK GRILL,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
ROYAL OAK AMERICAN LEGION,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
SAGINAW CLUB,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Shafer's Smoked Meats,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
shawnee country club,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
SMALL BATCH AT THE CUPOLA ROOM,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Smokin' Pigs by Bigs,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
ST PETER LUTHERAN SCHOOL ACCOUNT,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
SUNRISE WAREHOUSE,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
The Cortland Northview,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
The Little Store,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
The Mayfield Tavern,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
The Pepper Mill,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Towneplace Suites Ann Arbor,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Trackside Eatery & Pub,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
TRAILS END PUB,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Troy Escape,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Turnaround Bar And Grille,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Village Place- Greek,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Zachariah's Chocolates,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Zefs Lighthouse Tavern,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
MICHIGAN STATE POLICE TRAINING DIVI,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
SLOW'S TO GO 002,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Treetops - Top Of Hill,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
All Nite Mobile Cafe,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
BRIGHTMOOR CHRISTIAN CHURCH,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
CAMP BLODGETT,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
CAMP CO-BE-AC,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Carmella's Italian Ice,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
LINCOLN LAKE BAPTIST YOUTH CAMP,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Sparrow Eaton,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
The New Tubbs Lake Resort,unknown,A,,,,,,MI,,GFS NOVI SHOW LEAD KURDS
Fortune,distributor,A,Distributor,,,,,IL,,
Grecian Delight,distributor,A,Distributor,,,,,IL,,
Food and Paper,distributor,A,Distributor,,,,,IL,,
Badger,distributor,A,Distributor,,,,,IL,,
Kohls,distributor,A,Distributor,,,,,IL,,
Kuna,distributor,A,Distributor,,,,,IL,,
Battaglia,distributor,A,Distributor,,,,,IL,,
Badger Murphy,distributor,A,Distributor,,,,,IL,,
Chefs Kitchen,distributor,A,Distributor,,,,,IL,,
Fare Foods,distributor,A,Distributor,,,,,IL,,
S&L Produce,distributor,A,Distributor,,,,,IL,,
Supreme Lobster,distributor,A,Distributor,,,,,IL,,
Total Foods,distributor,A,Distributor,,,,,IL,,
RDP,distributor,A,Distributor,,,,,IL,,
PFG-all,distributor,A,Distributor,,,,,IL,,
Pancho,distributor,A,Distributor,,,,,IL,,
Wilkens,distributor,A,Distributor,,,,,IL,,
Testa,distributor,A,Distributor,,,,,IL,,
Get Fresh,distributor,A,Distributor,,,,,,,
All in IN/OH/KY/MI,distributor,A,Distributor,,,,,,,
GFS-all,distributor,A,Distributor,,,,,,,
Delco,distributor,A,Distributor,,,,,,,
Northern Haserot,distributor,A,Distributor,,,,,,,
Atlantic,distributor,A,Distributor,,,,,,,
PFG KY/TN,distributor,A,Distributor,,,,,,,
"RAYDIA (B&B, Stanz, Troyers)",distributor,A,Distributor,,,,,,,
SUPERIOR Foods,distributor,A,Distributor,,,,,,,
Stapleton Foods,distributor,A,Distributor,,,,,,,
P+L food,distributor,A,Distributor,,,,,,,
Al Peake & Sons,distributor,A,Distributor,,,,,,,
Lannings Newark,distributor,A,Distributor,,,,,,,
PFG Cincinnati (formerly Reinhart),distributor,A,Distributor,,,,,,,
Premier Produce 1,distributor,A,Distributor,,,,,,,
RDP Columbus,distributor,A,Distributor,,,,,,,
Ritchie�s Food Service,distributor,A,Distributor,,,,,,,
Sofo,distributor,A,Distributor,,,,,,,
TPC Food Service Tiffin,distributor,A,Distributor,,,,,,,
White Feather Farms,distributor,A,Distributor,,,,,,,
Dutch Creek Foods,distributor,A,Distributor,,,,,,,
Euclid Fish Company,distributor,A,Distributor,,,,,,,
Rightway,distributor,A,Distributor,,,,,,,
Thompson and Sons,distributor,A,Distributor,,,,,,,
USF Cincy,distributor,A,Distributor,,,,,,,
GFS Sprongfield,distributor,A,Distributor,,,,,,,
SYSCO Cincy,distributor,A,Distributor,,,,,,,
PFG,distributor,A,Distributor,,,,,,,
Butts Foods,distributor,A,Distributor,,,,,,,
Chef�s Kitchen,distributor,A,Distributor,,,,,,,
Dutch Creek Foods,distributor,A,Distributor,,,,,,,
Euclid Fish Company,distributor,A,Distributor,,,,,,,
Fare Foods Corp.,distributor,A,Distributor,,,,,,,
"Kern Food Distributing, Inc.",distributor,A,Distributor,,,,,,,
Loffredo Fresh Produce,distributor,A,Distributor,,,,,,,
"P&L Food Wholesalers, Inc.",distributor,A,Distributor,,,,,,,
Premier ProduceOne,distributor,A,Distributor,,,,,,,
RightWay Food Service,distributor,A,Distributor,,,,,,,
"S & L Produce, Inc.",distributor,A,Distributor,,,,,,,
"Stapleton�s, Inc.",distributor,A,Distributor,,,,,,,
Thompson and Sons Bakery Supply,distributor,A,Distributor,,,,,,,
Total Foods Inc.,customer,A,Fine Dining,,,,,MI,,New Clearwater Belgian frites approved from Frotes Street
HT Hackney,distributor,C,Distributor,,,,,,,
PFG-BG,customer,A,Casual Dining,,,,"800 E Ogden Ave, Westmont, IL 60559",IL,,
Sysco,customer,A,Casual Dining,,,,"39 S Arlington Heights Rd, Elk Grove Village, IL 60007",IL,,
Coppolillos,customer,A,Chain/Group,,,,Crown Point,IN,,"dale will pirsue for VAF, Frites ANNASEA"
PFG-Nashville,customer,C,Gastropub,,,,607 N Main St,IN,,dropped off kaufholds sample box he was looking to upgrade from Anchor ones
Timothy O'Tool,customer,C,Gastropub,,,,Gurnee,IL,,
Cajun Grill,prospect,C,Fast food,,,,Gurnee,IL,,
Riverside Cafe,customer,C,Casual Dining,,,,Gurnee,IL,,
Puff Shack BBQ,customer,C,Casual Dining,,,,St. Charles,IL,,
El Puente,customer,C,Ethnic Cuisine,,,,st. Charles,,,
Marz Brewery,unknown,C,,,,,Chicago,IL,,
Logan 11 Bar,customer,C,Gastropub,,,,Chicago,IL,,
Federales,customer,C,Gastropub,,,,Chicago,IL,,
Mano a Mano,customer,C,Gastropub,,,,Chicago,IL,,
University Center MSU,customer,A,Fine Dining,,,,Lansing,MI,,
joes on jolly,customer,A,Gastropub,,,,Lansing,MI,,
S. Abraham and sons,distributor,A,Distributor,,,,Grand Rapids,MI,,
Gun Lake Casino,customer,A,Entertainment,,,,,MI,,
HORROCKS,prospect,A,Retail,,,,lansing,MI,,
Bavarian Inn,customer,A,Entertainment,,,,Frankenmuth,MI,,
Bagger Daves,customer,A,Chain/Group,,,,grand Rapids,MI,,
One North,customer,A,Chain/Group,,,,,MI,,
Main Street Romeo,customer,B,Gastropub,,,,romeo,MI,,
Jayell BBq,prospect,B,Bar/Lounge,,,,romeo,MI,,
GFS Saginaw,customer,A,Chain/Group,,,,saginaw,MI,,
Crown Plaza Lansing,customer,A,Fine Dining,,,,Lansing,MI,,
Shelby's Trio,customer,A,Gastropub,,,,Clarksville,TN,,
Pbody's,customer,A,Gastropub,,,,Clarksville,TN,,
Mr. Billy's,customer,A,Gastropub,,,,Clarksville,TN,,
Clarksville's 3rd Base,customer,A,Gastropub,,,,Clarksville,TN,,
Olga's kitchen,unknown,C,,,,,,MI,,
Buddys Pizza,unknown,C,,,,,,MI,,
Baggers Dave,unknown,C,,,,,,MI,,
Fishbones Detroit,unknown,C,,,,,,MI,,
Zo's Good Burger,unknown,C,,,,,,MI,,
Halo Burger,unknown,C,,,,,,MI,,
sweetwater tavern,unknown,C,,,,,,MI,,
leos coney island,unknown,A,,,,,,MI,,
big john steak and onion,unknown,A,,,,,,MI,,
jolly pumpkin,unknown,A,,,,,,MI,,
national coney island,unknown,A,,,,,,MI,,
bobcat bonnies,unknown,A,,,,,,MI,,
ram's horn,unknown,A,,,,,,MI,,
the dirty shake,unknown,A,,,,,,MI,,
bobs big boy,unknown,A,,,,,,MI,,
nepantia cafe,unknown,A,,,,,,MI,,
atlas foods,distributor,A,Distributor,,,,,MI,,
g&l wholesale,distributor,A,Distributor,,,,,MI,,
arena food service,distributor,A,Distributor,,,,,MI,,
sysco detroit,distributor,A,Distributor,,,,,MI,,
Shogun Bistro BG,customer,C,Casual Dining,,,,,KY,,Will meet owner Ronny with Sales Rep to show Cheesecake Holiday wheel for 6 locations
The Army and Navy Club,unknown,A,,,,,,,,NRA ANNASEA LEADS
The Park at Fourteenth,unknown,A,,,,,,,,NRA ANNASEA LEADS
American Culinary Federation,unknown,A,,,,,,,,NRA ANNASEA LEADS
American Frozen Food Institute,unknown,A,,,,,,,,NRA ANNASEA LEADS
Biscottis,unknown,A,,,,,,,,NRA ANNASEA LEADS
blackpearl hospitality,unknown,A,,,,,,,,NRA ANNASEA LEADS
Driftwood Hospitality Management,unknown,A,,,,,,,,NRA ANNASEA LEADS
Elior NA,unknown,A,,,,,,,,NRA ANNASEA LEADS
Mena Catering,unknown,A,,,,,,,,NRA ANNASEA LEADS
The Melting Pot,unknown,A,,,,,,,,NRA ANNASEA LEADS
Troon - Esplanade Golf & Country Club,unknown,A,,,,,,,,NRA ANNASEA LEADS
tryst lounge,unknown,A,,,,,,,,NRA ANNASEA LEADS
"Aramark Services, Inc",unknown,A,,,,,,,,NRA ANNASEA LEADS
ARCO Design/Build,unknown,A,,,,,,,,NRA ANNASEA LEADS
gekko kitchen commissary inc,unknown,A,,,,,,,,NRA ANNASEA LEADS
Landings Club,unknown,A,,,,,,,,NRA ANNASEA LEADS
RaceTrac,unknown,A,,,,,,,,NRA ANNASEA LEADS
Tandoori Pizza & Wing Co.,unknown,A,,,,,,,,NRA ANNASEA LEADS
Army MWR,unknown,A,,,,,,,,NRA ANNASEA LEADS
Bagel Miller,unknown,A,,,,,,,,NRA ANNASEA LEADS
Eddie Merlots,unknown,A,,,,,,,,NRA ANNASEA LEADS
Exmoor Country Club,unknown,A,,,,,,,,NRA ANNASEA LEADS
"Fireplace Inns, Inc",unknown,A,,,,,,,,NRA ANNASEA LEADS
Flavorista,unknown,A,,,,,,,,NRA ANNASEA LEADS
R Whittingham Meat Corp,unknown,A,,,,,,,,NRA ANNASEA LEADS
Ready Set Gourmet,unknown,A,,,,,,,,NRA ANNASEA LEADS
Sakamoto Restaurant Inc,unknown,A,,,,,,,,NRA ANNASEA LEADS
School District U-46,unknown,A,,,,,,,,NRA ANNASEA LEADS
Scooby Drew's (Soon to Be) World Famous Pickles,unknown,A,,,,,,,,NRA ANNASEA LEADS
SNAIL CAVIAR,unknown,A,,,,,,,,NRA ANNASEA LEADS
The Food Institute,unknown,A,,,,,,,,NRA ANNASEA LEADS
The Metropolitan Club,unknown,A,,,,,,,,NRA ANNASEA LEADS
Compass Community Living,unknown,A,,,,,,,,NRA ANNASEA LEADS
Purdue Northwest,unknown,A,,,,,,,,NRA ANNASEA LEADS
Purdue University Northwest,unknown,A,,,,,,,,NRA ANNASEA LEADS
Tea Plus Poke,unknown,A,,,,,,,,NRA ANNASEA LEADS
Texas Roadhouse,unknown,A,,,,,,,,NRA ANNASEA LEADS
North Coast Seafoods,unknown,A,,,,,,,,NRA ANNASEA LEADS
Sysco Foods,unknown,A,,,,,,,,NRA ANNASEA LEADS
La Chow,unknown,A,,,,,,,,NRA ANNASEA LEADS
Saval Foodservice,unknown,A,,,,,,,,NRA ANNASEA LEADS
Beyond Juicery & Eatery,unknown,A,,,,,,,,NRA ANNASEA LEADS
Coldbreak,unknown,A,,,,,,,,NRA ANNASEA LEADS
Crowne Plaza Lansing,unknown,A,,,,,,,,NRA ANNASEA LEADS
K&K Catering,unknown,A,,,,,,,,NRA ANNASEA LEADS
Michigan State University,unknown,A,,,,,,,,NRA ANNASEA LEADS
Morrison Living,unknown,A,,,,,,,,NRA ANNASEA LEADS
Stark Provisions,unknown,A,,,,,,,,NRA ANNASEA LEADS
The Corner Social,unknown,A,,,,,,,,NRA ANNASEA LEADS
Ts Food LLC,unknown,A,,,,,,,,NRA ANNASEA LEADS
Mocha Point Coffee Co.,unknown,A,,,,,,,,NRA ANNASEA LEADS
Compass Group: Morrison Health,unknown,A,,,,,,,,NRA ANNASEA LEADS
Levy Restaurants,unknown,A,,,,,,,,NRA ANNASEA LEADS
los Tres Magueyes,unknown,A,,,,,,,,NRA ANNASEA LEADS
UNC Rex Healthcare,unknown,A,,,,,,,,NRA ANNASEA LEADS
NEARNG,unknown,A,,,,,,,,NRA ANNASEA LEADS
NEARNG,unknown,A,,,,,,,,NRA ANNASEA LEADS
Marriott Hanover,unknown,A,,,,,,,,NRA ANNASEA LEADS
Fineline Settings,unknown,A,,,,,,,,NRA ANNASEA LEADS
Lifeworks,unknown,A,,,,,,,,NRA ANNASEA LEADS
Rochester Institute of Technology,unknown,A,,,,,,,,NRA ANNASEA LEADS
Rochester Institute of Technology,unknown,A,,,,,,,,NRA ANNASEA LEADS
Volcora,unknown,A,,,,,,,,NRA ANNASEA LEADS
ARTISAN� PIZZA CAFe,unknown,A,,,,,,,,NRA ANNASEA LEADS
Audrey's Avenue Kitchen & Bar,unknown,A,,,,,,,,NRA ANNASEA LEADS
Boscoes,unknown,A,,,,,,,,NRA ANNASEA LEADS
CuriosiTea Emporium LLC,unknown,A,,,,,,,,NRA ANNASEA LEADS
Station Square,unknown,A,,,,,,,,NRA ANNASEA LEADS
Station Square,unknown,A,,,,,,,,NRA ANNASEA LEADS
Station Square,unknown,A,,,,,,,,NRA ANNASEA LEADS
Taste the World in Cincy LLC,unknown,A,,,,,,,,NRA ANNASEA LEADS
Hal Smith Restaurants,unknown,A,,,,,,,,NRA ANNASEA LEADS
Hal Smith Restaurants,unknown,A,,,,,,,,NRA ANNASEA LEADS
Coughlin's Law,unknown,A,,,,,,,,NRA ANNASEA LEADS
Fleet Landing,unknown,A,,,,,,,,NRA ANNASEA LEADS
Real Food Restaurants Inc,unknown,A,,,,,,,,NRA ANNASEA LEADS
Springdale Hall Club,unknown,A,,,,,,,,NRA ANNASEA LEADS
Chowbus,unknown,A,,,,,,,,NRA ANNASEA LEADS
Elior North America - Dining and Events,unknown,A,,,,,,,,NRA ANNASEA LEADS
Embassy Suites San Antonio Riverwalk,unknown,A,,,,,,,,NRA ANNASEA LEADS
Ka sushi,unknown,A,,,,,,,,NRA ANNASEA LEADS
Legends / Dallas Cowboys,unknown,A,,,,,,,,NRA ANNASEA LEADS
Agile Hospitality,unknown,A,,,,,,,,NRA ANNASEA LEADS
JOINT EXPEDITIONARY BASE LITTLE CREEK,unknown,A,,,,,,,,NRA ANNASEA LEADS
Macados,unknown,A,,,,,,,,NRA ANNASEA LEADS
MACADO'S INC,unknown,A,,,,,,,,NRA ANNASEA LEADS
Pig & Sam Restaurant Group,unknown,A,,,,,,,,NRA ANNASEA LEADS
AJ's Riverside,unknown,A,,,,,,,,NRA ANNASEA LEADS
Fox Hollow Golf Course,unknown,A,,,,,,,,NRA ANNASEA LEADS
Magpies / Fat Cat's / Creekside Jack's,unknown,A,,,,,,,,NRA ANNASEA LEADS
Moran's Pub,unknown,A,,,,,,,,NRA ANNASEA LEADS
UPPER CRUST PIZZERIA & PUB,unknown,A,,,,,,,,NRA ANNASEA LEADS
Fireside Grille,unknown,C,,,,,,,,
I Dream of Falafel,unknown,C,,,,,,,,
Country House Restaurant,unknown,C,,,,,,,,
FROSTY DOGS,unknown,C,,,,,,,,
Village of Hoffman Estates,unknown,C,,,,,,,,
Silver Lake Restaurant,unknown,C,,,,,,,,
Matajini mvp llc,unknown,C,,,,,,,,
"N.Kotake,Inc",unknown,C,,,,,,,,
KT,unknown,C,,,,,,,,
sip Wine Bar,unknown,C,,,,,,,,
Lettuce Entertain You,unknown,C,,,,,,,,
Imperial Surveillance,unknown,C,,,,,,,,
O�Callaghan's,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Hailstorm Brewing Company,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Trail�s Edge Brewing Co,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Porky's BBQ,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Pine Valley Country Club,unknown,C,,,,,,IL,,NRA KAUFHOLDS
JOE'S GROUP,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Carol's Catering,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Chef Jamie's,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Michigan State University,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Big Daddy's BBQ,unknown,C,,,,,,IL,,NRA KAUFHOLDS
The River Merchant,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Georgios Restaurants,unknown,C,,,,,,IL,,NRA KAUFHOLDS
HVYC,unknown,C,,,,,,IL,,NRA KAUFHOLDS
Captian D's,prospect,C,Fast food,,,,,IL,,NRA KAUFHOLDS
Hyatt Regency Salt Lake City,customer,C,Hospitality,,,,,,,
Panos,distributor,C,Distributor,,,,,IN,,NRA KAUFHOLDS
Calo Restaurant,unknown,A,,,,,,IN,,NRA KAUFHOLDS
Baraga County Memorial Hospital,unknown,C,,,,,,IN,,NRA KAUFHOLDS
Gogebic Community College,unknown,C,,,,,,IN,,NRA KAUFHOLDS
Michigan Technological University,unknown,C,,,,,,KY,,NRA KAUFHOLDS
Michigan Technological University,unknown,C,,,,,,MI,,NRA KAUFHOLDS
Helen Newberry Joy Hospital,unknown,C,,,,,,OH,,NRA KAUFHOLDS
USF-CHICAGO,unknown,C,,,,,,OH,,NRA KAUFHOLDS
USF-STREATOR,unknown,C,,,,,,OH,,NRA KAUFHOLDS
USF-C&U,unknown,C,,,,,,OH,,NRA KAUFHOLDS
Adams Memorial Hospital,unknown,C,,,,,,,,
Premier Arts Academy,unknown,C,,,,,,,,
Premier Arts Academy,unknown,C,,,,,,,,
PFG-Western Suburbs,unknown,C,,,,,,,,
Gordon Foodservice,unknown,A,,,,,,,,
ABBOTT AP6D DEPT GE03,unknown,A,,,,,,,,
ABBVIE AP30,unknown,A,,,,,,,,
ABBVIE M1,unknown,A,,,,,North Chicago,,,
ACARATH MONTESSORI,unknown,C,,,,,NORTH CHICAGO,,,
AGING AND DISABILITY RESOURCE CENTE,unknown,C,,,,,SCHAUMBURG,,,
AMERICAN ACCORD FOOD CORPORATION,unknown,C,,,,,,,,
Ami-Gos Tacos,unknown,C,,,,,,,,
Angry Octopus,unknown,C,,,,,Lincoln,,,
APOSTOLIC CHURCH OF GOD,unknown,C,,,,,Chicago,,,
Area Career Center,unknown,C,,,,,Chicago,,,
ASSEMBLY AMERICAN BAR & CAFE (THE),unknown,C,,,,,,,,
Barnstormer's Pizza,unknown,C,,,,,Hoffman estates,,,
Beverly Country Club,unknown,C,,,,,St Joseph,,,
BJ'S RESTAURANT,unknown,C,,,,,Chicago,,,
Burlington Tap and Smokehouse,unknown,C,,,,,SPRINGFIELD,,,
Cheers In Chesterton,unknown,C,,,,,Burlington,,,
Chicago Health Foods,unknown,C,,,,,,,,
Chicago Health Foods,unknown,C,,,,,,,,
CLEMENTINE'S SALOON,unknown,C,,,,,,,,
Community Hospital Food Service,unknown,C,,,,,,,,
CORNER PUB & GRILL,unknown,C,,,,,,,,
Countrytime Kettle Korn McHenry,unknown,C,,,,,SPRINGFIELD,,,
CREME OF THE CROP,unknown,C,,,,,Mchenry,,,
CRYSTAL VALLEY CATERING,unknown,C,,,,,Kankakee,,,
Dabney & Co,unknown,C,,,,,,,,
